,h,t,r
427522,9004,3663,21
427524,4843,11544,109
427527,36,14319,350
427528,3601,638,73
427539,835,3839,20
427544,12841,10813,109
427552,10897,4628,109
427562,2778,138,524
427568,1115,2018,119
427572,10937,8663,62
427574,8839,11914,62
427575,11712,251,89
427579,6012,2151,20
427588,3410,2028,119
427596,3866,176,20
427605,1658,1068,294
427623,7433,4796,109
427689,8210,13092,281
427690,8326,10724,197
427691,1697,58,84
427694,10369,214,73
427703,4352,2812,119
427704,9725,247,20
427712,9633,7611,153
427713,361,58,48
427732,10898,2882,153
427746,10096,41,20
427754,11401,638,73
427776,7582,4069,453
427784,6061,3342,20
427794,1628,247,48
427798,8623,35,17
427803,5399,138,519
427804,3783,635,48
427816,1486,58,84
427820,6305,58,48
427824,2386,4748,20
427837,824,13028,476
427839,13303,58,84
427840,6948,138,56
427843,14269,638,73
427849,184,214,73
427857,1397,1043,20
427864,9027,6820,119
427874,9567,6802,153
427889,1687,251,21
427919,3866,635,20
427924,2976,58,48
427926,7390,58,84
427927,4832,58,84
427933,3726,251,21
427948,4465,8512,145
427975,11498,138,56
428010,7804,214,73
428023,9169,4398,119
428052,5582,3798,20
428056,7985,214,73
428058,9337,12514,566
428070,2466,482,20
428074,11319,76,153
428081,8693,58,20
428097,36,4741,350
428140,7539,251,21
428143,10453,58,20
428167,12009,58,48
428168,36,11399,350
428170,834,714,20
428171,2203,3647,20
428172,12677,397,464
428184,6681,657,119
428200,3408,247,20
428201,5634,214,73
428202,8676,397,566
428207,1391,247,20
428209,282,2328,20
428224,3379,3839,20
428232,1962,251,21
428256,2449,3663,21
428271,8800,2778,20
428287,773,35,17
428300,9941,9442,281
428310,11040,58,84
428311,1656,58,20
428312,5643,58,48
428340,8390,314,20
428392,6099,1034,20
428397,1676,214,73
428408,3529,247,20
428417,175,7085,20
428419,1798,1314,34
428444,5180,138,56
428466,7088,247,20
428482,8251,3655,119
428504,8468,372,20
428505,1357,3798,20
428519,8490,214,73
428524,8623,6993,20
428526,3441,1785,84
428544,307,4069,453
428545,4261,3647,20
428549,1018,3882,34
428563,12893,214,73
428569,6003,58,20
428572,7482,2028,119
428581,11590,11248,200
428584,6959,11676,281
428620,3464,138,258
428643,7740,138,524
428648,13246,2082,20
428654,1694,1304,20
428660,2846,12884,281
428674,1549,3839,20
428693,10753,638,73
428715,3076,4288,123
428721,5452,635,20
428738,1665,214,73
428743,6935,176,48
428745,3356,251,200
428749,3379,314,20
428755,6461,58,20
428765,1881,3342,20
428767,1898,1785,20
428777,1962,2151,20
428791,8488,138,258
428795,2722,3381,84
428800,2750,154,566
428808,1229,3804,20
428833,7406,706,84
428846,8908,2882,153
428859,6339,58,20
428868,5816,4398,566
428870,6109,3279,20
428886,8693,138,56
428891,189,214,73
428897,5658,251,21
428904,10472,138,107
428906,10589,2151,20
428911,10515,2114,20
428938,1568,3296,119
428939,3154,10890,123
428948,3802,314,20
428953,12944,1785,84
428969,7138,706,84
428985,6575,2151,20
428993,948,214,73
428997,7124,1732,20
429009,8372,465,20
429014,1009,58,20
429017,1339,214,73
429023,8210,5001,281
429032,2968,8508,178
429035,6314,5381,123
429040,2727,111,20
429046,5611,58,20
429050,6520,1063,84
429061,11677,879,109
429066,1500,214,73
429075,4932,58,84
429077,6869,58,84
429086,5995,111,20
429110,8407,1410,20
429128,2692,58,422
429131,2214,214,73
429137,6096,58,84
429151,8374,1307,62
429155,3068,638,73
429158,36,4270,350
429159,2189,3116,20
429160,4895,214,73
429165,2382,7732,21
429171,6069,214,73
429178,2498,58,84
429197,2780,2309,20
429206,6012,111,20
429210,5869,58,48
429244,503,176,20
429248,6389,58,187
429258,7857,443,20
429259,9081,2328,84
429274,8762,251,662
429291,7849,58,84
429295,8152,3477,20
429315,2907,12037,371
429349,8296,12305,281
429360,1012,251,21
429364,9755,13502,321
429392,5093,1711,119
429401,10936,13203,119
429411,7068,251,21
429413,6920,2217,145
429416,3867,1034,20
429430,7115,138,56
429436,1178,638,73
429437,5558,4039,34
429442,12960,2328,20
429447,11124,251,21
429453,6086,635,20
429460,5079,3939,566
429470,7612,1785,48
429474,2106,43,21
429483,1101,4741,119
429487,709,58,84
429488,6571,251,89
429510,8387,58,48
429527,6792,58,20
429532,11502,879,191
429553,861,1381,20
429557,1997,58,84
429565,9861,706,84
429568,3172,7094,200
429579,6019,58,29
429586,9903,214,73
429593,5643,1034,20
429595,10343,2389,119
429603,6194,214,73
429606,4340,138,107
429609,721,43,461
429612,36,12601,350
429630,14634,14354,1243
429641,6351,58,84
429650,6094,214,73
429651,4301,2146,20
429656,7132,761,20
429672,3127,2328,20
429678,10662,2028,119
429682,5474,1688,20
429695,935,3839,20
429726,2842,7732,21
429729,690,138,107
429733,6308,6993,20
429750,4904,496,84
429760,2324,138,107
429763,2907,3270,371
429772,8768,58,20
429779,6964,138,56
429791,4208,138,56
429816,9740,251,200
429841,8143,35,17
429845,5530,638,73
429854,2767,138,524
429857,2901,8246,84
429862,3480,58,48
429867,5343,3916,153
429871,10761,247,20
429877,3839,138,524
429880,2798,58,20
429921,549,214,73
429938,187,6459,294
429944,3121,7927,109
429960,1617,2309,20
429962,9636,58,48
429966,3054,352,109
429974,133,714,20
429986,11848,496,84
429987,36,12824,350
430006,10505,761,20
430012,55,6420,84
430016,12067,879,109
430028,11597,3632,501
430039,7468,1043,20
430045,6967,504,20
430047,1402,10757,119
430048,6441,2028,62
430052,5114,251,21
430089,4419,214,73
430095,1388,3626,123
430118,8068,251,200
430119,6891,10266,109
430123,887,1465,123
430131,3810,214,73
430134,440,1043,20
430138,10395,35,17
430145,1112,214,73
430159,802,2151,20
430161,835,1925,20
430163,2589,2882,34
430183,9941,10620,281
430192,5061,4628,109
430195,5632,657,154
430202,835,1732,20
430205,36,13956,350
430210,6363,58,20
430219,10220,214,73
430221,5365,58,84
430227,1604,3341,20
430233,5725,214,73
430238,6418,138,107
430242,3529,3839,20
430249,1065,251,21
430254,6959,7356,281
430268,9780,2028,119
430269,13391,6402,191
430306,11972,2389,95
430310,3009,443,84
430312,3089,443,84
430342,4770,138,107
430371,8768,4748,20
430377,10508,3138,89
430398,9619,214,73
430400,2081,3279,20
430409,2998,138,519
430415,2728,657,119
430426,8733,58,20
430440,7424,7425,119
430442,4325,35,17
430452,1365,879,191
430454,11206,7892,62
430462,2459,58,422
430473,6657,58,48
430482,6837,4713,294
430498,9918,1410,380
430535,824,1542,56
430568,503,3477,20
430589,10096,118,20
430592,1952,247,422
430596,441,4628,191
430624,2873,138,258
430626,5145,58,48
430631,9528,635,48
430644,2527,118,20
430656,2341,49,119
430692,9034,58,84
430701,6959,9663,281
430725,10372,251,21
430726,1276,986,21
430741,1604,482,20
430757,7063,3798,20
430769,5354,638,73
430777,7461,1068,294
430784,3340,5997,154
430802,5709,3342,20
430808,6979,214,73
430810,930,58,84
430816,4527,3590,20
430827,10297,43,200
430830,5469,1732,20
430837,10194,2984,1260
430842,2386,35,17
430849,4437,3342,20
430863,4773,1925,20
430875,36,8656,350
430878,6903,2882,153
430879,3990,58,48
430892,2326,3040,21
430893,1633,2778,20
430902,9952,58,84
430912,957,251,200
430935,10411,1014,20
430942,8960,1929,20
430947,4174,891,62
430965,6876,6923,123
430967,3339,5032,723
430968,8296,13955,281
430974,6165,397,119
430981,12916,7977,62
430985,4757,3804,20
431007,1584,251,21
431008,1116,58,84
431016,7843,4028,123
431027,3946,1304,20
431030,3404,4564,351
431031,4121,58,187
431038,150,41,20
431047,2386,2603,20
431057,11173,2187,349
431063,6959,9442,281
431068,4204,214,73
431074,3828,2882,34
431078,4287,251,21
431104,5005,58,84
431105,8177,214,73
431116,6,658,119
431123,7390,8382,566
431137,9595,8883,294
431143,5914,635,84
431159,5800,3939,62
431161,5106,879,109
431168,11766,7513,281
431173,2651,58,48
431175,2466,3170,20
431185,4161,2028,119
431191,765,214,73
431199,942,58,20
431224,1245,138,258
431233,8255,214,73
431237,2809,3342,20
431241,7073,251,21
431242,10869,7611,153
431248,6873,214,73
431249,10048,251,21
431274,1070,4796,191
431283,3477,4069,453
431290,2197,4691,222
431300,5225,8141,281
431302,13228,9406,109
431303,5402,138,519
431313,5123,986,21
431316,5244,154,119
431317,5694,138,56
431327,11939,103,17
431334,1617,111,20
431337,4302,58,48
431340,3761,1785,84
431353,2204,13636,62
431354,4231,3663,21
431359,2646,58,84
431365,5744,11519,281
431375,6667,3342,20
431376,6941,35,17
431382,14629,10266,191
431410,9847,397,349
431426,7612,1732,20
431451,1022,278,84
431462,4477,546,20
431473,7445,3341,20
431474,3379,546,20
431475,11116,3798,20
431478,467,4337,119
431486,4879,58,84
431489,8592,2151,20
431494,521,1929,20
431518,8390,176,20
431530,7220,35,17
431536,4861,3342,20
431537,6941,247,20
431543,898,58,84
431557,2762,2082,20
431571,13275,3138,200
431618,11517,58,20
431635,7794,58,20
431646,473,251,461
431647,4919,4069,453
431650,1331,2309,20
431666,9857,1169,154
431668,6099,251,21
431674,7857,1410,20
431698,3972,214,73
431707,7941,12695,464
431712,13793,1544,191
431714,12294,251,200
431718,12047,5483,154
431730,6967,251,21
431734,8111,4628,109
431736,4840,214,73
431742,5388,251,21
431751,13621,251,200
431753,2229,4965,316
431763,11782,214,73
431768,1397,58,48
431782,9368,2028,62
431803,6061,3273,20
431816,1731,1925,20
431835,12886,2028,62
431864,11182,58,84
431865,5519,58,20
431868,5389,1381,20
431893,9485,214,73
431898,4898,58,48
431902,12502,58,84
431915,3788,1314,34
431921,12425,8297,281
431924,1880,58,84
431927,2058,138,766
431946,4865,1587,294
431951,2271,635,321
431955,3105,4306,123
431957,7066,4628,109
431964,94,1732,20
431970,659,251,21
431981,11161,58,84
431983,9492,1732,20
431989,7153,2328,20
432013,5065,140,20
432037,1050,327,20
432048,9264,1043,84
432068,11041,1925,20
432073,4527,4148,20
432078,2776,2107,20
432096,5658,7732,21
432123,5033,4685,20
432127,6333,214,73
432130,3584,7139,476
432132,2739,6490,566
432137,3735,658,119
432138,4681,35,17
432141,6362,443,20
432154,783,706,84
432175,10334,58,84
432194,966,138,56
432209,2203,714,20
432211,6905,3798,20
432228,1066,635,48
432246,7659,138,56
432248,5683,2018,349
432249,11504,140,20
432254,7205,2882,153
432263,9197,2427,123
432270,3631,2146,20
432280,11939,140,20
432285,2886,504,20
432292,3803,635,20
432324,4947,58,48
432333,11124,635,48
432340,13004,11246,62
432341,6203,58,84
432355,647,41,20
432365,3946,111,20
432369,971,2516,334
432371,8332,214,73
432377,3272,58,48
432382,5582,3839,20
432423,1771,138,107
432461,10515,3804,20
432463,9052,2742,831
432475,7667,638,73
432479,1506,761,20
432485,3244,251,501
432505,316,138,56
432522,11102,251,200
432523,150,496,20
432541,724,58,84
432542,11031,3279,380
432556,6157,58,48
432565,1408,314,20
432571,3382,3796,119
432597,8987,1925,20
432599,12407,879,191
432611,12201,7176,119
432615,12332,1544,191
432632,1810,638,73
432644,9866,138,56
432650,475,638,73
432656,3542,214,73
432666,1454,1034,20
432684,306,3647,20
432702,3506,58,84
432708,6061,8906,20
432715,9044,278,84
432726,1418,10718,677
432727,13206,4741,464
432735,12563,138,56
432761,10505,1732,20
432765,1227,58,84
432768,41,4069,453
432777,6141,35,17
432784,7887,214,73
432794,10383,8875,530
432802,13039,1160,62
432816,7434,657,119
432835,12530,58,84
432841,8690,3955,119
432860,4705,377,349
432876,13187,4628,191
432919,634,372,20
432927,7582,4614,34
432976,983,2361,34
432980,13276,2744,200
432981,8720,12518,643
432995,6822,176,84
433017,6397,1063,20
433035,5969,377,119
433042,11874,214,73
433062,9411,706,84
433069,10393,3839,84
433072,5028,3632,21
433079,4368,443,20
433091,7914,58,84
433106,2406,657,119
433110,4817,4166,325
433111,3414,58,20
433112,7407,58,84
433132,8753,1785,20
433136,9079,35,17
433138,6580,750,119
433156,2207,251,21
433159,8307,3279,20
433170,7845,2767,1260
433182,1223,1929,20
433192,5355,58,20
433199,8398,706,84
433202,4768,11261,62
433204,8895,214,73
433213,3064,2882,153
433225,8852,118,20
433227,1549,1634,20
433233,12299,214,73
433239,4882,6027,530
433246,5797,251,655
433247,3929,13425,281
433269,3376,58,48
433272,7610,638,73
433295,3723,2082,20
433303,3776,657,464
433309,505,251,21
433324,865,118,804
433349,14115,4346,119
433355,6681,9704,119
433358,5093,214,73
433361,840,58,20
433391,4075,638,73
433425,5250,397,349
433462,13053,251,89
433466,11526,4952,197
433478,698,11355,476
433491,914,352,191
433494,13746,214,73
433496,3012,2882,153
433509,10113,14174,62
433511,13964,76,153
433513,3,251,655
433532,5029,657,119
433546,3354,986,21
433560,9848,7130,84
433577,7457,482,20
433581,1604,3647,20
433582,6189,251,21
433590,2081,1063,20
433626,2846,10647,281
433630,4202,214,73
433656,2802,4039,153
433658,10386,443,20
433661,6446,251,21
433664,3454,41,20
433665,4718,1542,56
433672,10056,214,73
433675,6257,1634,20
433681,6636,11133,153
433683,11174,278,119
433697,5519,3804,20
433700,3565,2915,119
433704,6153,12372,62
433724,1727,138,56
433728,7323,397,349
433731,7950,7977,62
433739,14202,251,1322
433740,7533,49,294
433759,6575,3279,20
433771,36,7074,350
433774,12966,58,422
433779,3377,5641,20
433781,6816,75,119
433794,2081,140,20
433813,8308,1358,20
433831,6653,251,548
433837,9746,138,107
433842,231,154,566
433860,9933,314,20
433905,6141,443,20
433906,7421,1358,20
433907,3505,138,56
433908,8047,657,154
433920,10655,214,73
433927,1152,138,766
433928,5028,2082,20
433947,9754,1304,20
433948,10158,1785,20
433959,12967,3758,62
434011,4206,2082,20
434012,8283,214,73
434013,767,278,20
434028,10156,920,714
434029,919,635,48
434030,8195,10829,21
434035,2658,8077,200
434047,2476,6402,191
434053,7032,7977,62
434068,3767,14022,153
434080,7191,8382,119
434088,2663,327,20
434090,5643,3273,20
434094,4256,1785,20
434111,5395,12042,281
434117,3928,2603,20
434133,4254,3040,21
434165,9840,278,445
434166,7851,2878,368
434168,9276,598,34
434169,5760,3632,21
434188,4214,58,48
434209,4889,9929,20
434236,6662,251,89
434239,4465,5193,145
434243,3349,58,84
434246,1397,2107,20
434279,993,35,17
434283,6598,2603,20
434289,3259,706,349
434313,3867,58,20
434345,920,10911,530
434354,1397,4380,20
434365,4959,278,1092
434369,1125,12690,119
434372,5531,58,84
434381,7965,3342,20
434389,8277,251,21
434401,9888,58,20
434426,2247,1358,20
434453,1454,2254,20
434456,2216,4069,453
434467,2649,251,21
434470,14347,3116,84
434471,4173,58,84
434482,6358,1563,20
434496,14560,11417,405
434499,6895,214,73
434512,10237,352,109
434513,10387,7611,153
434519,2478,278,84
434526,14246,14941,178
434530,5600,214,73
434548,8468,1410,20
434554,3584,1925,20
434556,5590,7732,21
434567,8326,11376,197
434591,4664,5032,723
434598,3946,1785,20
434610,308,58,84
434612,10521,58,84
434615,6106,58,84
434625,9932,214,73
434631,11310,3279,20
434632,8119,214,73
434634,4444,58,422
434658,4158,4398,566
434687,10301,35,17
434708,8332,2882,153
434726,9980,638,73
434731,4367,3632,200
434733,3146,8297,281
434737,3518,474,222
434761,8870,1925,20
434768,4758,176,84
434773,3496,58,84
434777,2969,35,17
434779,7649,3279,20
434782,10172,2878,368
434788,3885,58,20
434792,3066,251,89
434821,8372,3477,20
434841,13760,1303,154
434842,7880,1674,1150
434850,5541,58,84
434862,1008,8156,222
434878,402,706,84
434879,7777,3647,20
434888,5734,251,89
434924,887,2185,123
434930,10983,9229,119
434935,2493,879,191
434939,12193,879,191
434941,327,4069,453
434965,6263,12441,21
434968,3366,278,445
434972,10185,397,119
434987,9751,214,73
435012,2083,58,48
435017,2195,920,119
435034,2440,251,21
435063,236,1410,20
435074,6964,2151,20
435093,3986,251,21
435095,10683,3798,20
435103,12422,214,73
435123,11062,2778,20
435151,9325,251,200
435158,9744,58,48
435163,1779,443,20
435192,2905,1688,20
435195,7410,6268,281
435207,9155,1358,20
435236,9918,6208,380
435243,36,1304,350
435249,6829,43,200
435295,8852,176,20
435296,767,138,56
435353,9620,1543,235
435359,8733,251,21
435362,3736,638,73
435363,367,314,20
435366,2699,12631,123
435379,11931,214,73
435386,6817,58,20
435389,110,3116,20
435395,10742,76,34
435400,6272,3138,21
435411,745,58,317
435412,8140,5745,281
435426,5115,4069,453
435436,6835,1410,20
435444,11759,58,84
435447,700,2028,62
435450,1997,176,84
435459,1596,3839,20
435472,11178,214,73
435497,9728,714,20
435509,5573,58,84
435516,13712,9406,191
435524,6577,1785,20
435527,1557,12208,849
435533,1218,545,119
435539,4140,251,200
435541,6224,111,20
435571,9407,2082,20
435583,3260,138,56
435592,1687,3342,20
435596,5582,504,20
435602,5389,2216,20
435616,7566,8701,178
435618,887,753,123
435619,5211,58,422
435632,13922,635,405
435648,4946,7833,316
435650,7116,1304,20
435651,10386,4685,20
435653,1642,58,20
435660,8623,714,20
435669,2041,251,461
435671,634,1410,20
435706,7008,546,321
435709,6941,9714,21
435712,5710,638,73
435714,2268,1574,119
435737,2354,58,84
435758,299,251,21
435760,10052,214,73
435762,1408,58,48
435768,11310,10770,20
435774,1608,879,109
435777,2883,251,200
435778,8940,58,48
435786,8403,11249,21
435788,4414,76,34
435790,1946,1034,20
435795,10742,598,34
435798,1645,1410,20
435804,7276,4003,20
435812,3596,4796,191
435828,7936,138,524
435830,1469,58,20
435834,10260,58,84
435852,9134,58,48
435855,3952,35,17
435862,3144,3708,21
435867,10777,11133,153
435874,110,41,20
435881,4661,251,200
435897,3343,2018,464
435902,3086,35,17
435916,5278,14489,62
435927,3377,1929,20
435928,11893,58,84
435942,8085,4628,109
435945,3802,1732,20
435946,1030,2028,119
435965,7223,638,73
435967,6959,9872,281
435975,1765,2882,153
435976,9146,12139,119
435991,8737,9087,20
436001,2217,879,109
436009,4150,214,73
436026,9021,3040,21
436028,4163,214,73
436036,7866,58,48
436071,647,482,20
436074,9613,657,154
436078,13016,214,73
436083,6598,5733,20
436091,8482,10882,119
436092,647,2216,20
436096,3543,214,73
436107,2271,3708,501
436117,2148,58,187
436140,3356,214,73
436158,3131,251,21
436175,13392,214,73
436179,6492,58,84
436183,6920,7135,145
436185,11310,2146,20
436186,6433,11139,316
436201,7667,49,566
436202,7750,3141,258
436208,6468,3279,20
436212,4323,7732,21
436222,221,11249,21
436226,5886,3632,21
436230,8657,58,48
436231,1454,2603,20
436242,6700,1785,48
436243,443,598,34
436248,8701,10238,153
436253,7644,251,21
436254,6517,58,422
436263,10663,10793,153
436264,2039,3141,56
436270,3946,3279,20
436293,8753,1381,20
436304,3867,140,20
436307,3598,251,21
436319,10831,2882,153
436330,2955,314,20
436331,12962,214,73
436369,8326,940,197
436370,3706,1381,20
436413,9863,138,107
436416,10073,981,119
436420,6826,214,73
436437,1050,1014,20
436438,8592,4148,20
436449,10021,1785,321
436463,2955,372,20
436466,4316,8497,231
436469,12816,9344,178
436471,443,4614,34
436493,2800,2778,20
436496,1030,4933,119
436503,12162,138,56
436504,12466,2028,119
436512,11766,11745,281
436519,584,3252,567
436522,485,251,21
436528,8348,986,21
436531,10158,58,48
436536,34,1925,20
436543,2780,58,20
436555,6308,1925,20
436557,10563,58,84
436559,9918,3123,380
436564,3722,58,349
436570,36,8981,350
436572,8407,1063,20
436586,8785,2847,281
436604,8592,443,20
436605,9855,6402,109
436613,11840,657,62
436620,9725,1732,20
436632,623,9760,20
436634,500,214,73
436653,9705,35,17
436655,716,635,349
436666,10254,251,21
436670,2927,2361,34
436678,1412,1945,34
436679,8453,2778,20
436716,3705,58,84
436735,2190,58,48
436742,9918,443,380
436758,11062,3647,20
436761,12671,3632,200
436767,7438,3141,387
436774,6713,6997,119
436776,3248,1785,84
436782,11427,1304,20
436795,4668,504,405
436802,8433,9714,21
436806,1795,138,524
436812,563,3138,21
436832,12088,251,461
436864,1510,3116,84
436867,7777,1381,20
436869,5050,58,267
436885,4207,138,258
436889,647,58,306
436914,10408,11133,153
436916,1594,58,84
436921,4396,1043,84
436928,6938,58,48
436949,7988,657,119
436952,3394,1732,20
436984,1020,35,550
437020,8785,13684,281
437033,637,138,107
437039,6673,35,17
437042,5971,2028,476
437057,11884,3252,258
437074,7760,58,84
437075,5790,251,200
437084,6941,2603,20
437087,11953,3273,321
437091,1195,58,48
437117,10602,58,84
437126,3248,9657,153
437132,9918,5312,380
437147,7837,1792,84
437172,8043,58,20
437181,10583,2082,20
437185,11702,3279,20
437209,450,35,17
437218,1696,214,73
437231,3988,2882,153
437233,1470,58,48
437245,1558,58,84
437247,1596,1785,20
437265,601,35,17
437273,1836,11629,333
437292,5474,3116,20
437301,8120,58,84
437306,10756,58,84
437307,2203,2151,20
437311,6362,546,20
437312,5101,443,48
437323,3852,214,73
437334,4055,327,20
437337,2527,58,20
437338,7347,706,84
437344,5380,58,84
437351,734,214,73
437356,236,3341,20
437362,3132,4106,609
437372,12749,11120,154
437393,5986,214,73
437448,7873,58,422
437460,10844,9657,153
437476,4486,2146,20
437487,2544,138,766
437516,14660,251,461
437517,7965,6993,20
437532,7546,58,84
437551,5236,58,48
437558,3776,657,154
437563,4760,546,20
437569,319,58,84
437570,4612,214,73
437606,5395,8808,281
437609,8550,1043,48
437611,834,7139,476
437616,5028,1925,20
437621,6358,58,20
437642,3299,2028,119
437648,6920,1179,145
437660,8789,2028,119
437682,5877,58,48
437687,781,1307,119
437754,4174,58,84
437761,3281,1785,84
437791,7155,635,20
437819,8390,761,20
437822,539,4039,34
437823,10158,1381,20
437836,10671,251,615
437846,485,635,48
437866,12636,352,191
437882,7728,58,84
437883,6797,138,56
437885,4433,3038,235
437890,1860,3252,567
437901,1454,443,20
437914,7620,214,73
437943,1142,251,200
438006,13893,4628,109
438007,3631,635,20
438020,7272,214,73
438028,3838,3279,20
438037,1346,1410,20
438040,8480,8340,566
438068,2210,214,73
438085,7452,1314,34
438113,1703,1542,258
438126,4954,11544,109
438134,10386,3141,56
438141,4730,9523,153
438142,10866,10266,191
438158,125,43,662
438164,7386,138,56
438172,6667,1732,20
438175,8473,251,200
438198,7410,8337,281
438216,10158,3804,20
438225,1769,8808,281
438233,8629,1314,34
438260,10351,58,84
438289,9905,214,73
438292,3047,251,200
438294,4327,11814,109
438322,1560,1043,20
438332,2327,1043,20
438334,1020,1410,20
438345,1926,2090,349
438347,11254,635,48
438355,11310,1034,20
438364,4739,761,20
438372,10115,35,17
438397,5052,58,48
438415,13137,12929,501
438417,9273,58,84
438440,12245,2553,178
438462,9780,2882,153
438479,2646,58,349
438495,9754,657,20
438503,8140,9597,281
438504,8761,1798,119
438512,2454,2882,153
438533,834,1732,20
438543,12413,6830,145
438545,3714,251,21
438553,10172,9429,109
438569,6959,14538,281
438570,8448,111,445
438596,11570,251,21
438606,2189,251,21
438615,7535,1785,48
438624,14718,3116,84
438627,3811,25,20
438630,9601,8875,530
438634,1962,2082,20
438635,4193,823,123
438644,3666,251,21
438646,456,214,73
438647,684,3141,56
438659,1784,111,20
438665,9765,41,20
438686,4849,1043,48
438692,809,2241,325
438707,1841,58,84
438712,9164,58,20
438727,1336,58,84
438755,10530,635,84
438759,11807,2018,464
438762,3047,1574,119
438787,10736,58,20
438794,1836,4144,333
438798,13270,2028,566
438805,4496,12473,34
438813,13580,1785,48
438817,1310,58,84
438825,2176,1043,20
438827,10590,251,548
438831,887,8278,123
438834,11549,1544,191
438835,3725,823,145
438841,4223,58,20
438849,10640,1068,119
438862,4210,3273,20
438871,939,11090,197
438889,14433,14179,200
438891,11423,251,89
438899,4947,3798,20
438909,5692,3798,20
438926,12402,214,73
438930,1388,6907,123
438932,2148,474,222
439008,5033,58,445
439014,970,58,48
439029,5502,214,73
439045,4339,8875,530
439054,5123,451,21
439068,4660,58,84
439083,4445,352,109
439090,5892,3339,379
439095,10231,4798,200
439099,1334,3116,84
439105,1519,2151,20
439120,664,635,48
439142,5941,12330,21
439163,1581,4743,21
439164,11296,214,73
439186,5774,828,17
439187,698,1732,20
439202,5930,11571,197
439233,4571,58,48
439241,5072,58,20
439245,3012,6490,119
439246,5060,138,56
439253,1851,638,73
439267,9690,10829,21
439272,3803,2216,20
439274,6241,635,20
439285,4108,1455,119
439286,2886,3839,20
439292,5878,214,73
439325,4210,3341,20
439341,3394,251,21
439343,94,176,20
439359,1160,10911,530
439362,2211,229,119
439377,9765,443,20
439387,1062,1381,20
439389,7683,58,84
439390,3575,251,21
439414,6585,10757,119
439419,7068,58,20
439421,3939,10911,530
439426,3019,638,73
439427,14740,251,501
439433,4630,546,20
439436,7088,35,17
439464,3914,278,84
439472,5708,41,20
439483,8472,251,21
439493,7230,9766,153
439494,2498,6459,119
439517,692,138,107
439532,4822,2185,145
439545,1976,1314,34
439546,3789,2744,200
439558,503,1563,20
439578,5186,251,21
439605,13741,10813,109
439613,802,1063,20
439630,6575,3341,20
439633,9862,7094,200
439643,1962,1304,20
439644,2189,4148,20
439645,4721,251,21
439681,2800,635,20
439701,4486,176,20
439707,7567,1798,119
439711,2704,138,56
439719,1838,251,200
439723,3848,2389,95
439744,11290,1688,20
439759,6343,35,17
439761,11861,12538,154
439762,9553,214,73
439784,7273,251,200
439785,5065,1358,20
439807,2341,214,73
439816,6487,879,191
439828,10993,891,119
439834,5460,1381,20
439840,2821,43,21
439861,9281,3890,325
439876,10024,251,200
439899,4741,6027,530
439900,582,58,84
439901,3811,111,20
439909,10843,251,21
439922,8326,4628,191
439928,2334,214,73
439937,8292,4628,191
439948,7081,638,73
439968,5956,58,84
439976,2780,4148,20
439977,8920,58,48
439993,4210,443,20
440000,7391,76,34
440007,9331,58,48
440009,503,3123,20
440050,10229,214,73
440094,5511,58,20
440098,4849,2778,20
440104,24,4691,222
440111,7032,58,84
440115,4505,138,56
440120,10031,214,73
440122,6994,214,73
440133,9693,13025,235
440139,7911,2028,119
440144,12107,6912,662
440146,1694,1410,20
440150,9692,1785,48
440153,11055,4069,453
440158,9896,58,422
440171,144,12473,34
440177,9725,138,56
440183,5144,1264,154
440186,4409,58,48
440196,10627,3632,21
440206,11301,4628,109
440231,8317,58,84
440235,2388,138,56
440260,9719,251,200
440292,8518,144,119
440310,366,251,200
440320,4861,1304,20
440325,9765,1542,56
440335,14405,13355,501
440352,9638,58,84
440370,8218,5778,464
440375,7047,214,73
440381,2715,3123,20
440384,10077,58,48
440391,2309,4069,453
440396,6308,1043,20
440410,10340,214,73
440413,576,58,84
440414,6314,4952,197
440423,887,2217,123
440441,8433,3839,20
440443,7155,2146,20
440444,3257,3341,20
440450,6308,3123,20
440466,8484,1542,56
440482,11550,214,73
440492,11811,138,107
440501,6442,214,73
440504,2504,635,306
440507,1707,1034,84
440519,864,58,84
440527,10692,2882,153
440530,9112,251,21
440534,8548,986,21
440540,11290,1043,20
440541,4861,2328,20
440549,70,58,20
440556,9945,4628,109
440558,6009,138,258
440567,175,504,20
440588,5602,251,200
440601,3530,214,73
440617,1486,638,73
440626,8416,504,20
440638,7493,3273,20
440665,11620,3890,325
440688,1454,1043,20
440691,3924,635,422
440705,6959,13214,281
440710,4775,13412,191
440715,371,714,20
440725,5943,214,73
440728,6225,138,56
440752,2809,1304,20
440754,7571,2151,20
440766,8685,138,56
440771,3377,3279,20
440791,11306,251,200
440802,6012,3839,20
440823,887,7817,123
440827,3228,251,21
440890,1020,2254,20
440921,6354,214,73
440929,13348,3116,84
440955,11792,247,48
440956,7843,352,191
440977,4632,11231,34
440994,2566,214,73
441012,8496,58,422
441013,2357,635,48
441020,11085,58,48
441032,2769,58,84
441045,8592,5165,21
441060,4388,12078,119
441062,7343,247,20
441065,7711,214,73
441082,4951,251,21
441097,2421,138,56
441117,8655,2744,21
441122,111,138,524
441129,5763,35,17
441130,14057,5756,1243
441131,6362,5733,20
441155,7559,2778,20
441173,6997,2882,34
441182,6872,465,20
441186,433,6633,349
441195,1604,251,21
441206,6357,138,56
441221,7300,58,84
