,h,t,r
44041,976,3647,20
44054,12301,58,422
44070,10531,58,84
44076,797,2847,281
44079,1546,3383,123
44107,3885,1043,48
44115,12926,3663,200
44138,12967,14088,153
44188,7788,706,84
44199,5519,3342,20
44202,9636,138,56
44211,6404,2561,119
44227,11116,247,20
44230,6209,2254,20
44232,6715,214,73
44240,10572,138,56
44243,2663,2146,20
44251,6428,251,21
44257,887,3383,123
44265,5452,140,20
44268,6347,7611,153
44278,7337,251,21
44283,7448,6490,62
44354,3764,2151,20
44355,3764,3273,20
44367,2837,504,84
44370,2374,214,73
44383,182,11055,84
44385,7923,138,56
44418,3304,635,48
44421,8222,138,56
44447,5243,658,119
44464,5822,278,84
44478,3948,214,73
44489,3917,2328,20
44497,10925,9229,349
44502,1789,706,119
44506,6561,1574,119
44514,707,12991,119
44537,1065,138,56
44549,10049,251,200
44562,4607,706,84
44563,4721,58,48
44569,2106,3279,20
44571,503,1688,20
44595,2765,251,89
44597,5928,214,73
44606,4076,35,17
44608,11896,3804,20
44629,6263,58,445
44660,10411,761,20
44664,4867,138,56
44669,928,635,20
44673,4121,251,461
44685,2253,58,48
44709,6060,706,84
44721,2659,635,84
44741,3697,1304,20
44745,12988,6997,154
44753,6768,35,17
44770,997,58,84
44776,4564,2389,95
44780,11968,138,56
44787,8083,3798,20
44788,7230,657,119
44790,3135,58,20
44804,4636,14088,153
44813,9244,3381,84
44819,8353,352,109
44853,8594,13311,938
44854,2561,3882,34
44864,1329,4748,20
44882,7777,2151,20
44883,7777,761,20
44884,10868,3116,321
44894,3228,443,48
44916,3170,4069,453
44940,726,3273,20
44972,768,176,48
44987,3453,43,200
44991,12666,6925,566
45004,9296,6624,123
45007,10080,9523,153
45020,7422,138,107
45052,514,214,73
45063,5215,3663,548
45067,9584,3123,20
45068,9584,1925,20
45108,9076,10266,109
45118,1506,7580,20
45134,1759,1925,20
45141,5567,58,84
45158,5368,2028,62
45161,8461,214,73
45174,10778,8467,321
45179,1787,214,73
45189,10504,706,84
45200,8416,111,20
45204,8932,1785,48
45219,13415,4166,325
45220,2606,638,73
45223,2103,5527,349
45234,9918,6417,380
45262,6268,14123,643
45270,6884,214,73
45277,536,58,84
45296,8960,103,17
45303,8254,214,73
45304,13493,4960,119
45314,8663,6027,530
45332,4553,2146,20
45358,5259,138,56
45376,70,12111,21
45388,8241,111,20
45396,1617,482,20
45403,1357,1304,20
45410,3908,1043,48
45415,6842,214,73
45417,8766,214,73
45433,10301,1473,21
45457,1560,1381,20
45459,4502,351,145
45470,3431,1410,20
45476,10399,58,84
45479,1769,8297,281
45480,6509,2882,153
45509,752,5931,123
45511,12903,11406,154
45522,1126,3040,21
45527,4484,5951,84
45541,4985,214,73
45544,7965,2603,20
45548,1217,4634,714
45569,9610,3839,20
45575,2481,7611,153
45576,865,474,127
45588,2842,118,20
45594,861,3341,20
45602,5399,1068,464
45607,1504,247,20
45633,8989,397,349
45652,10386,5733,20
45653,10386,3342,20
45660,4461,1304,84
45667,7339,214,73
45688,11471,251,461
45689,7468,1785,20
45700,3608,138,56
45705,8517,1732,20
45717,11576,58,84
45749,4308,251,21
45783,5513,214,73
45794,6713,443,84
45800,1715,761,20
45810,8333,251,21
45834,9598,986,21
45840,11895,6402,191
45850,10374,35,17
45858,5707,58,84
45878,6892,214,73
45893,12321,58,84
45896,12591,657,936
45897,2612,214,73
45905,7649,35,17
45907,4954,138,258
45923,14560,11923,405
45950,5111,176,84
45976,4099,35,17
45978,11696,58,48
45979,6667,1634,20
45996,12320,58,84
46003,10876,913,119
46008,5604,14395,119
46011,4286,76,153
46034,5960,35,17
46037,5020,10490,191
46055,2449,251,21
46056,12425,12305,281
46086,6494,3383,123
46089,6309,35,17
46095,10156,3296,714
46105,11499,3516,235
46147,5208,638,73
46157,4361,58,84
46159,1604,8651,20
46177,1829,251,21
46184,887,13452,123
46197,11950,214,73
46201,659,3632,21
46202,9941,12627,281
46203,1050,5641,20
46211,4300,58,84
46230,11903,635,422
46241,845,176,20
46272,11989,11106,349
46313,2947,2915,119
46330,13972,2028,62
46335,1484,2882,153
46350,6847,214,73
46364,1761,1732,20
46373,6674,214,73
46377,193,1945,34
46388,10321,58,20
46410,7577,397,20
46460,939,7989,123
46473,8986,8598,119
46514,4721,138,56
46516,11387,3916,153
46520,6575,247,20
46542,5643,2778,20
46544,7153,504,20
46560,1962,2328,20
46569,4861,504,20
46580,4206,140,20
46583,34,2107,20
46588,1901,2151,20
46596,11702,3477,20
46609,133,1358,20
46616,8778,7580,119
46618,12304,6490,154
46634,2268,251,200
46635,12863,138,56
46645,5219,4069,453
46647,2917,58,20
46675,8192,214,73
46680,84,214,73
46682,2967,214,73
46689,10063,1358,20
46690,10063,1732,20
46708,1753,214,73
46711,12988,7580,154
46717,1731,3123,20
46742,3964,1732,20
46751,2727,176,20
46774,2764,58,422
46789,9477,2328,84
46796,6519,11133,153
46797,5389,1358,20
46811,5867,12275,21
46827,1699,598,153
46828,7983,138,107
46829,8453,3647,20
46834,11559,13740,235
46835,6267,35,17
46836,12620,1542,567
46843,1439,138,56
46861,7777,635,20
46908,2528,11355,476
46909,709,1574,62
46920,7056,58,84
46929,617,138,524
46930,617,4069,453
46949,431,138,56
46950,505,1304,20
46966,8445,214,73
46991,11041,1043,20
46999,5709,118,20
47000,1864,214,73
47007,4210,1358,20
47008,4210,111,20
47010,3584,3279,20
47028,9317,35,17
47049,10013,58,84
47067,4238,35,17
47086,4205,41,20
47095,6531,879,191
47112,12755,4398,566
47116,7421,2328,20
47157,6264,3839,20
47162,6517,1785,20
47180,1571,4545,464
47191,6333,14801,371
47205,4335,2878,368
47214,7107,2028,119
47225,6224,635,20
47226,6224,1732,20
47233,1779,140,20
47241,10223,251,89
47252,9918,148,380
47259,1391,1304,20
47262,9990,58,422
47287,4859,251,21
47303,5744,11676,281
47306,11278,2882,153
47318,2938,214,73
47351,571,214,73
47365,3532,214,73
47373,4647,3342,20
47379,10373,5645,119
47433,11170,35,17
47453,1560,176,20
47464,10086,214,73
47468,10698,1179,145
47484,8951,214,73
47515,5805,58,20
47533,3127,4148,20
47534,10181,58,20
47539,4301,1358,20
47585,3646,2146,20
47587,721,247,317
47599,3834,35,17
47605,3108,31,723
47647,6002,6402,109
47656,4722,546,20
47665,2979,706,84
47667,11322,58,84
47672,4374,251,21
47677,3468,482,20
47691,5816,2882,153
47694,3300,2028,62
47708,6187,7113,178
47711,5580,138,56
47719,2678,482,20
47720,13393,278,317
47729,8891,11133,153
47730,6946,214,73
47736,6186,4628,109
47740,11515,229,62
47746,2207,138,56
47755,4767,58,84
47764,4915,635,48
47799,8191,352,109
47826,11184,3116,84
47837,2001,58,20
47840,10665,598,153
47843,7054,58,48
47848,2955,3242,20
47858,3205,251,21
47889,4550,2328,20
47892,7672,138,56
47912,175,2254,20
47915,1904,251,615
47926,6964,247,20
47928,4496,2882,34
47947,55,1432,119
47949,8444,35,17
47954,6200,891,566
47958,4199,1925,20
47985,3294,2028,119
48000,493,58,422
48002,2798,35,17
48004,2921,1785,20
48022,12074,3632,21
48027,11823,58,20
48048,4760,5733,20
48057,5796,58,422
48068,3803,3477,20
48079,6115,352,109
48096,3849,986,21
48099,1421,879,191
48126,4221,12868,235
48137,6061,25,20
48139,4770,214,73
48165,10319,41,20
48166,2296,138,107
48173,3279,4069,453
48178,2663,3647,20
48193,4397,2882,153
48196,7834,138,56
48198,887,4207,123
48199,887,1463,123
48200,887,10685,123
48202,10340,6883,349
48203,12896,214,73
48207,94,1358,20
48212,5452,2146,20
48220,9157,111,20
48228,150,1929,20
48230,2905,3381,20
48231,2905,118,20
48239,6250,251,21
48258,7911,58,84
48267,3688,443,84
48270,136,58,20
48316,11040,920,119
48321,421,1929,20
48336,7244,3342,20
48341,7898,35,17
48348,4079,1929,84
48354,1694,3477,20
48355,1694,2146,20
48378,878,10718,197
48403,1687,482,20
48405,3789,3116,84
48416,6993,4069,453
48440,8954,251,21
48443,3957,1688,20
48456,13725,138,524
48459,3917,1688,20
48481,12829,7611,153
48499,1943,251,21
48506,4098,176,20
48507,8894,58,84
48512,1225,138,107
48531,11271,3412,294
48556,7815,58,20
48573,3631,2114,20
48586,9186,657,119
48598,7024,111,20
48605,4618,138,56
48612,11702,1381,20
48613,3613,251,21
48623,10970,879,191
48625,9699,251,461
48642,5028,58,48
48644,3943,706,84
48655,9234,8265,21
48662,8990,58,20
48676,11031,1358,380
48678,12142,58,84
48681,8140,10124,281
48715,4660,251,655
48729,1946,1381,20
48739,10720,58,84
48764,3723,58,20
48765,12170,3262,566
48775,6473,4796,109
48782,11585,2878,368
48786,2507,2670,723
48805,6773,638,73
48808,6109,504,20
48825,4339,6027,530
48827,4879,214,73
48856,5797,58,84
48893,6003,3123,20
48907,7132,3647,20
48915,298,2882,153
48926,9465,43,21
48927,7664,251,89
48938,13774,10705,119
48951,3454,1688,20
48956,1856,8297,281
48959,7622,1381,20
48969,11041,1358,20
48970,7155,465,20
48974,5709,4685,20
48977,2640,5165,501
48985,4648,214,73
48995,371,504,20
49017,942,3123,20
49030,5469,3839,20
49031,9060,214,73
49044,1568,10684,579
49054,4406,58,84
49060,2215,140,20
49077,12365,638,73
49079,11393,1785,48
49081,1549,1929,20
49082,7421,3839,20
49083,6308,138,56
49102,1759,761,20
49139,1259,58,48
49150,1702,3751,153
49151,13452,6402,109
49162,8644,2328,20
49191,4880,706,84
49198,1811,58,84
49212,12343,9961,62
49213,5348,3632,21
49234,9918,1492,380
49235,1096,635,306
49239,1391,761,20
49251,11893,214,73
49264,9795,1544,109
49265,12642,35,17
49281,2271,2587,321
49283,3154,3358,123
49284,3154,11376,197
49303,4437,482,20
49307,10351,3916,153
49319,2976,1231,20
49347,11712,58,422
49366,7550,3151,123
49375,4757,111,20
49390,12130,3252,258
49393,11978,6307,550
49395,4280,3817,723
49398,8946,214,73
49411,1617,635,20
49413,4744,58,84
49414,1642,3647,20
49415,1642,35,17
49424,46,4154,349
49454,6733,214,73
49475,1469,761,20
49487,6509,58,84
49494,8436,3632,200
49502,12080,11883,119
49530,8715,251,21
49535,6461,3477,20
49537,6909,13069,235
49542,3039,251,21
49556,3079,35,17
49564,664,140,20
49571,4105,2516,334
49573,13362,214,73
49576,4055,35,17
49582,7957,3951,123
49601,647,118,20
49605,3646,1358,20
49606,861,465,20
49651,10683,1358,20
49654,36,5527,350
49655,36,1774,350
49656,36,2927,350
49718,4688,251,21
49726,8517,118,20
49738,623,4414,20
49740,1185,138,56
49748,1405,58,84
49756,8326,11571,197
49774,12398,11133,153
49780,8023,58,48
49781,2176,2028,20
49782,5471,3751,153
49810,8152,2151,20
49816,9554,2028,119
49860,11529,251,655
49863,3105,9917,123
49870,6891,138,258
49877,2955,2254,20
49878,9803,986,21
49884,9885,35,17
49886,10515,3341,20
49888,6879,638,73
49891,4042,58,84
49892,8613,214,73
49919,585,2685,235
49924,4550,3342,20
49938,9496,214,73
49949,5985,1785,48
49953,7063,714,20
49956,7353,251,21
49978,2590,138,258
49984,2666,9470,123
49991,2346,138,56
50000,1229,6637,20
50002,3340,2878,368
50019,8582,6208,321
50037,5974,58,48
50053,12425,12975,281
50063,9415,251,21
50068,5395,13955,281
50093,10239,214,73
50096,4189,138,56
50100,8661,138,56
50110,10765,251,200
50141,11220,58,422
50145,2611,397,349
50147,11116,58,48
50148,3053,58,48
50156,1604,3123,20
50162,14310,1043,267
50183,887,9900,123
50195,4984,58,48
50205,150,1746,20
50208,4920,58,84
50217,9021,3138,21
50223,13188,214,73
50234,4251,3798,48
50252,3398,11445,153
50256,2886,761,20
50257,11574,1358,20
50260,3493,214,73
50267,11310,1358,20
50277,2081,2254,20
50289,10669,635,20
50308,1694,58,48
50310,5297,3647,20
50358,13159,352,109
50370,2041,879,191
50386,1933,4279,119
50387,1693,12208,849
50390,5475,451,21
50394,3086,3663,21
50423,7857,35,17
50432,1835,1544,109
50448,10636,58,48
50452,3345,1358,20
50456,2313,3042,21
50457,935,3279,20
50458,707,638,73
50463,4098,58,20
50467,3425,4628,109
50510,7815,251,21
50527,5643,546,20
50529,9840,251,21
50541,3994,4154,464
50549,4861,58,20
50560,7024,3839,20
50570,3576,1785,20
50573,5374,986,200
50584,3482,1544,191
50585,960,176,84
50597,7864,10348,153
50598,3629,8723,119
50623,13237,214,73
50631,7774,58,84
50637,8990,138,56
50655,1707,3848,84
50665,7386,58,48
50669,10820,1785,84
50670,14097,13777,154
50684,4630,278,20
50703,11543,1381,20
50712,1813,214,73
50716,8459,58,84
50723,641,251,21
50732,10773,58,84
50737,11160,1160,95
50758,11125,8875,530
50769,14113,812,62
50781,6773,278,84
50785,1329,6510,20
50790,1838,58,84
50815,1516,251,21
50841,9203,2878,368
50852,3699,58,84
50854,6958,35,17
50887,9278,214,73
50917,521,1304,20
50920,2200,1410,20
50921,3453,3916,153
50925,6140,251,21
50926,10185,3171,119
50928,7598,7580,154
50931,1856,5001,281
50947,8737,3212,20
50955,8097,251,21
50957,3584,11249,21
50963,9963,638,73
50990,3902,58,84
51048,2725,14094,963
51061,5652,761,20
51065,1808,1304,20
51104,7407,11670,119
51122,6205,214,73
51128,5524,58,445
51154,4690,138,519
51165,9166,58,48
51186,3546,58,422
51187,2239,3626,123
51190,4936,58,84
51204,9918,2695,380
51205,9918,4919,380
51206,9918,1795,380
51209,10220,58,84
51221,7908,443,20
51290,3136,3632,200
51292,722,6997,119
51296,9182,6637,20
51297,9182,2114,20
51300,12252,657,464
51310,8300,2882,153
51327,7593,635,84
51367,8267,58,20
51383,6807,111,445
51395,3529,443,20
51398,10316,638,73
51431,1836,9657,333
51434,10647,3930,1061
51444,1331,3123,20
51452,2493,3381,123
51454,4261,3477,20
51455,4261,1063,20
51467,2371,6481,145
51484,752,10724,197
51494,6573,635,48
51506,1155,1544,109
51507,538,214,73
51558,5110,842,235
51561,861,1732,20
51565,4562,8246,84
51566,7621,4628,191
51572,11033,12373,566
51573,1504,12827,20
51575,6774,4796,109
51579,5665,546,20
51594,495,3138,89
51598,36,14073,350
51599,36,13260,350
51627,1512,397,119
51659,4582,3798,20
51685,4769,638,73
51686,623,1410,20
51688,8367,3798,20
51691,11641,251,501
51694,2834,138,56
51705,5427,314,20
51710,8326,11090,197
51726,9175,314,20
51751,3946,140,20
51754,11483,2028,119
51761,345,635,48
51766,12701,58,84
51797,1651,7029,349
51814,4736,75,464
51817,9803,251,21
51825,11084,58,84
51828,6422,214,73
51831,2063,3483,197
51868,9539,251,89
51880,6358,803,20
51896,2612,3341,84
51900,5322,35,17
51905,14013,1068,294
51906,4436,58,84
51914,8592,58,20
51925,4849,118,20
51979,3841,635,84
51997,4286,1307,566
52003,1076,138,56
52011,5670,12195,119
52012,5811,7927,109
52015,9902,3116,84
52025,3830,214,73
52079,7453,5778,119
52090,5804,1068,119
52096,7308,144,119
52097,4842,58,48
52099,10319,6307,550
52103,14089,11288,95
52111,3941,657,119
52135,8433,3116,20
52146,2466,3279,20
52156,150,3273,20
52178,2298,251,21
52183,3504,7611,153
52204,914,981,123
52228,11330,4796,109
52260,9216,474,222
52265,5882,58,84
52272,7351,7721,119
52273,6566,58,84
52279,4336,13061,34
52284,2237,635,20
52295,967,3916,153
52296,5150,251,200
52302,4822,2217,145
52309,2895,58,20
52312,8800,1358,20
52313,8800,3273,20
52314,7136,657,62
52318,2762,546,20
52322,9408,214,73
52367,5339,1563,20
52372,6275,58,48
52389,935,761,20
52418,875,5751,123
52435,844,3141,567
52436,2527,3708,21
52444,692,251,200
52447,5118,397,119
52473,10607,879,191
52476,5692,2028,20
52478,7093,2744,200
52485,4684,1043,20
52502,4176,7425,119
52506,855,140,20
52522,6621,214,73
52524,3119,2018,464
52551,4867,35,17
52553,4948,6459,119
52554,9395,442,123
52568,5028,118,20
52597,8850,138,56
52618,9052,214,73
52619,10063,714,20
52628,9846,1785,84
52630,10977,6481,145
52637,4630,3242,20
52642,356,58,29
52649,7178,35,17
52653,49,76,34
52673,8857,546,48
52698,499,1358,20
52701,7807,214,73
52709,2020,58,20
52710,3439,1455,119
52746,1329,2603,20
52749,11062,1043,20
52771,1925,138,524
52775,6101,118,84
52795,1559,4398,566
52801,13753,58,422
52804,4713,7611,34
52807,440,140,20
52857,7893,58,267
52868,7680,706,84
52875,5314,251,662
52914,608,138,107
52925,4344,58,48
52933,3584,3123,20
52947,371,1381,20
52951,10755,1416,62
52954,9901,3141,56
52955,9901,41,20
52959,5585,58,84
52973,9434,443,20
52976,6528,214,73
52986,2150,2216,20
52988,12157,2561,119
53014,7331,58,20
53026,9038,706,119
53029,4414,4039,34
53030,8000,13900,316
53052,5664,58,84
53088,7783,58,20
53091,5004,2082,84
53114,445,12211,21
53117,2127,3708,21
53142,6598,2151,20
53143,6598,3116,20
53162,13415,3663,461
53178,9918,2843,380
53186,9533,3708,21
53188,3139,58,20
53189,3471,4777,62
53200,735,35,17
53204,3376,251,21
53216,3773,6402,109
53225,9324,1043,48
53227,2264,638,73
53237,12275,2603,175
53243,1844,35,17
53250,11179,251,21
53255,2019,10236,349
53258,9555,58,84
53266,2280,214,459
53267,9182,3647,20
53268,9243,879,109
53274,10761,761,20
53279,9882,6949,21
53312,76,2907,796
53318,8177,11680,62
53342,1357,3839,20
53364,6718,2882,153
53368,446,138,56
53371,4304,251,200
53374,10594,4346,603
53396,8296,14538,281
53400,4282,138,56
53401,13284,3116,84
53412,2641,58,84
53417,2224,2018,154
53429,11534,138,56
53447,7087,58,48
53450,4158,638,73
53458,954,214,73
53471,1126,58,20
53480,3039,138,56
53482,3127,1358,20
53489,858,657,464
53511,7821,58,20
53520,10330,251,21
53527,6587,214,73
53529,2809,3170,20
53532,647,6993,20
53537,861,247,20
53541,842,4628,191
53545,5532,546,20
53554,8943,138,56
53559,7729,58,84
53560,5665,1358,20
53562,6141,176,20
53568,8312,2906,20
53584,36,5863,350
53599,40,3341,20
53601,4486,1785,20
53604,8672,3383,145
53609,1751,3316,119
53628,13071,4545,119
53629,6584,35,17
53632,3468,2082,20
53653,3071,35,17
53660,7644,58,48
53665,4399,2028,119
53672,14519,3116,84
53711,13853,214,73
53732,1887,58,20
53771,10665,8053,119
53778,2955,3341,20
53805,6845,58,84
53862,8870,1732,20
53872,8592,140,20
53880,4849,1785,48
53884,976,1304,20
53891,5111,4882,349
53900,5793,58,84
53910,910,214,73
53922,6667,2151,20
53923,6667,4748,20
53932,152,251,21
53933,6835,1304,20
53948,366,2744,200
53949,9768,1925,20
53983,12613,251,89
53996,640,638,73
53999,9273,8382,119
54008,8454,1416,62
54025,9445,58,84
54042,198,58,20
54044,4698,58,84
54059,5869,35,17
54062,1704,58,84
54069,7453,2028,62
54079,6157,1034,20
54099,6366,1542,567
54105,1829,1034,20
54113,7894,11448,62
54115,6861,58,48
54122,5452,3170,20
54137,1050,1358,20
54140,6301,214,73
54162,8407,3123,20
54167,3539,58,84
54182,5403,635,84
54223,1501,58,48
54229,4611,103,17
54252,802,2254,20
54255,9728,3123,20
54257,809,327,317
54258,9744,35,17
54269,4140,1574,119
54274,554,138,107
54276,7872,138,56
54285,6177,35,17
54318,3811,3242,20
54324,13210,7094,501
54343,11174,1792,119
54362,11538,986,21
54369,8478,138,524
54371,4098,247,20
54372,1225,638,73
54388,7375,8002,566
54392,6329,7732,548
54416,11028,2028,62
54427,8504,1416,95
54436,5928,58,84
54493,13246,2254,20
54500,3613,58,48
54526,6367,58,48
54528,2589,1314,34
54550,6336,1929,84
54563,5613,1785,20
54565,4779,6417,317
54566,4779,278,317
54568,10206,58,84
54569,1793,1774,119
54580,3858,111,445
54592,10977,1511,145
54628,9692,35,17
54632,9045,6490,154
54655,2825,251,21
54663,1633,2309,20
54671,7466,10470,34
54673,1157,3341,84
54689,10452,247,84
54705,467,2882,153
54706,6511,138,56
54719,9193,3342,29
54721,1062,4148,20
54729,2724,35,17
54743,11855,657,119
54752,12136,879,109
54758,14526,3632,548
54765,4713,3882,34
54770,8493,1634,20
54781,6003,247,48
54784,249,138,766
54790,2430,138,107
54799,9631,14088,153
54801,6959,13708,281
54802,7758,58,84
54815,11217,58,48
54833,2351,138,258
54836,2200,1925,20
54850,9296,879,191
54854,11176,3796,294
54868,4422,2878,368
54869,9010,715,317
54870,8737,4748,20
54882,11924,3341,20
54886,6283,214,73
54894,371,58,20
54920,9584,314,20
54922,10606,58,48
54923,2150,761,20
54925,1614,11141,197
54929,10158,3342,20
54932,2146,138,524
54945,2215,443,20
54946,2215,5624,21
54947,6580,750,349
54955,5809,1544,191
54956,236,35,17
54960,8709,6581,566
54963,5941,58,20
54973,3394,2151,20
54986,5567,891,566
55012,7783,251,21
55044,915,3383,145
55073,6224,25,20
55080,1779,1925,20
55106,9918,7505,380
55117,3139,58,48
55124,826,58,84
55129,11027,2028,119
55140,14645,6885,95
55141,8365,176,20
55163,8852,4743,21
55172,5000,13684,281
55187,1325,58,84
55192,9432,1381,20
55200,5319,251,21
55249,8130,1068,294
55254,4477,2216,20
55262,9007,635,84
55263,6383,58,29
55265,5029,214,73
55278,13228,2878,368
55280,12119,11125,119
55281,1638,49,321
55286,637,58,84
55300,14035,561,123
55303,2952,35,17
55326,5801,35,17
55327,3122,58,20
55329,4282,58,48
55334,4502,331,145
55348,7539,111,20
55354,3431,1014,20
55356,6936,638,73
55378,7457,1634,20
55424,2777,1785,20
55463,861,1563,20
55465,721,3116,317
55467,4739,176,20
55475,10011,58,84
55483,2214,1264,119
55484,6141,1034,20
55485,5101,140,20
55496,6632,214,73
55504,2055,635,422
55506,36,10835,350
55507,36,12985,350
55508,36,13232,350
55561,4957,638,73
55566,9414,11248,501
55579,623,635,48
55589,480,251,21
55603,5427,1732,20
55617,880,635,20
55618,407,58,84
55624,2884,11760,294
55641,9605,5483,349
55653,6495,35,17
55667,1615,12197,145
55671,4585,12275,501
55677,3160,214,73
55682,66,251,21
55701,4265,2882,153
55710,9580,4628,191
55729,2018,6027,530
55733,3126,635,317
55739,4556,35,17
55748,4756,1929,20
55757,629,58,445
55775,4550,58,20
55780,3408,3341,20
55810,10250,4148,20
55814,3923,638,73
55815,6200,3663,200
55823,5111,4882,119
55826,203,214,73
55845,10397,251,21
55848,232,13780,464
55852,11308,58,20
55871,1889,58,84
55876,4244,14588,119
55884,5278,214,73
55887,7666,58,48
55889,1596,986,21
55893,3928,3839,20
55920,5395,4735,281
55934,3849,138,56
55981,11036,251,200
55988,6157,3342,20
55998,1815,1929,84
56000,10528,58,317
56003,9708,35,17
56005,3017,35,17
56013,9954,58,84
56030,887,6202,123
56038,4457,278,48
56047,12409,11056,294
56048,2006,214,73
56054,2905,1732,20
56073,2894,1542,107
56084,7100,10770,84
56093,4391,443,48
56104,8098,3252,56
56118,3728,1172,123
56124,12872,2028,62
56130,9054,706,84
56147,7244,3341,20
56150,1323,13948,153
56171,11869,1304,20
56172,11869,3804,20
56180,2237,247,20
56182,4947,443,20
56186,11570,138,56
56214,6903,58,84
56226,4586,214,73
56228,4338,5165,501
56230,3802,5733,20
56242,3420,706,84
56253,11022,58,20
56254,13388,11899,119
56263,5466,251,21
56274,6968,1785,84
56289,7125,5733,20
56295,3819,138,56
56309,10293,176,20
56317,12752,638,73
56329,11887,138,524
56352,7093,3116,84
56361,2031,214,73
56367,10522,14299,281
56371,7771,5587,119
56374,753,58,267
56386,1962,2216,20
56394,937,251,21
56413,12068,58,84
56418,3119,4713,294
56426,7208,635,84
56427,11702,635,20
56428,10509,247,804
56454,8918,397,119
56473,7220,1785,48
56500,7088,111,20
56501,6362,35,17
56502,7909,140,20
56503,984,879,191
56508,5995,247,20
56519,777,214,73
56536,7763,214,73
56567,6463,1043,48
56576,11543,1929,20
56592,10773,214,73
56616,3255,214,73
56622,12720,3123,84
56624,10044,58,84
56631,6874,10911,1264
56636,9528,635,306
56637,3190,1542,567
56678,13702,3916,153
56695,7267,214,73
56698,7969,58,84
56737,5460,1358,20
56738,3952,251,21
56744,6959,5535,281
56769,6896,58,20
56779,9898,138,258
56784,4156,635,84
56785,10943,879,109
56798,8737,111,20
56805,690,58,84
56819,7496,138,107
56825,8328,1544,191
56847,6162,58,48
56876,278,1314,34
56877,4501,58,20
56883,12937,10490,109
56886,2215,1358,20
56887,2215,1785,20
56896,5880,1389,123
56941,6264,635,20
56942,2428,58,84
56946,2262,58,48
56947,6517,635,306
56967,5451,176,20
56977,13158,138,258
56983,9617,4632,119
56991,2720,12208,1306
56992,7306,214,73
56997,8416,176,20
57003,3788,11231,34
57006,1779,761,20
57011,678,4965,1192
57012,9690,251,21
57016,13415,9879,461
57019,4309,138,56
57032,9311,706,84
57041,5654,138,766
57065,8365,2151,20
57066,8365,1785,20
57074,1623,2044,119
57076,5993,58,84
57081,10508,247,422
57092,11982,251,21
57107,1705,251,21
57110,484,278,84
57118,9243,2878,368
57141,6257,251,21
57145,3719,546,20
57146,4647,1732,20
57161,4477,1043,20
57162,4477,6251,21
57191,5433,8340,119
57207,3529,3798,48
57210,10301,58,20
57250,1331,3341,20
57254,5976,2547,119
57260,9160,1542,258
57283,752,8435,123
57284,458,58,20
57286,13097,3116,84
57294,3756,43,200
57297,10505,176,20
57327,93,1381,20
57340,912,7611,153
57361,3646,3477,20
57416,5214,58,84
57419,13149,214,73
57423,36,6780,350
57424,36,10975,350
57455,5211,251,89
57458,4572,138,56
57476,4597,352,109
57493,3051,3632,21
57504,11207,214,73
57508,3666,35,17
57512,6443,251,89
57525,12115,7863,405
57553,2176,58,20
57558,9938,58,422
57572,4945,4748,20
57576,1572,251,655
57585,7333,7085,20
57591,13760,9487,464
57599,13525,5074,154
57601,3422,7611,153
57605,8523,4628,191
57621,5721,13014,119
57625,6168,3882,34
57633,4857,3623,566
57634,8457,8426,643
57668,9677,4628,109
57677,5474,504,20
57709,5425,138,107
57715,8553,251,21
57717,12608,1785,20
57731,8953,10709,609
57737,6964,4148,20
57774,8468,3341,20
57777,5111,138,107
57800,1546,9106,123
57821,4805,251,21
57823,7278,251,461
57843,6691,138,258
57857,4804,1381,20
57865,12613,58,422
57874,4248,214,73
57931,8723,11231,34
57944,6672,3138,21
57965,14248,545,321
57966,2093,1925,20
57971,9708,58,20
57985,6664,214,73
57997,5452,1063,20
58013,3232,214,73
58019,150,443,20
58020,6301,251,200
58050,4889,247,20
58055,4391,251,21
58061,11574,251,21
58079,11956,35,17
58120,1694,140,20
58129,809,3381,317
58139,6572,214,73
58152,1359,4154,119
58154,1761,3123,20
58181,12749,247,804
58183,12499,635,84
58186,8800,1034,20
58192,1881,2082,20
58204,8149,214,73
58206,5822,638,73
58217,8395,3916,153
58237,7559,0,20
58245,10627,58,48
58285,10707,352,109
58293,10424,214,73
58305,6097,251,21
58315,5046,138,56
58328,5692,35,17
58338,10522,1770,281
58340,7153,247,20
58344,9271,58,48
58358,6112,138,519
58364,7024,1381,20
58370,13549,6402,109
58375,5489,214,73
58396,837,58,84
58429,333,1485,525
58452,7909,443,20
58470,10063,635,20
58483,2423,1574,119
58495,10099,8053,119
58499,2893,278,20
58503,114,251,21
58506,6714,58,48
58508,3188,638,73
58514,1340,1732,20
58516,7879,3141,567
58533,2727,3342,20
58556,3921,2361,153
58577,14456,2328,405
58590,633,2028,119
58613,6109,6637,20
58614,6109,111,20
58622,1838,13858,119
58626,3522,58,20
58635,7396,4632,119
58641,7816,138,258
58646,7777,3839,20
58659,7012,2151,20
58675,2751,58,48
58681,5914,706,84
58691,440,3116,48
58694,6643,251,200
58713,634,247,20
58730,3459,58,48
58773,4344,138,56
58792,371,111,20
58812,9205,638,73
58813,5492,8176,62
58830,1317,35,17
58839,7390,2882,153
58851,12683,214,73
58854,9163,7611,153
58866,1645,1043,20
58873,5652,138,56
58921,8155,3916,153
58927,2489,11960,331
58945,4527,6637,20
58959,10674,986,200
58960,8533,58,84
