h,t,r
4274,4470,383
3085,604,383
3118,959,383
6963,1660,383
587,104,383
1657,104,383
3118,4491,383
2179,104,383
7843,1556,383
105,1274,383
5880,2482,383
3728,169,383
2721,104,383
8942,1660,383
6300,1274,383
2721,146,383
6708,4491,383
4253,1660,383
587,2482,383
603,1274,383
2483,1660,383
6707,1280,383
1906,4491,383
6608,1556,383
1273,1274,383
2179,1556,383
3193,959,383
914,4491,383
2721,1660,383
2654,169,383
3105,1660,383
441,1280,383
6707,988,383
1557,959,383
3728,1556,383
4253,2482,383
587,1274,383
1198,988,383
8942,6543,383
8942,104,383
587,146,383
3118,146,383
603,988,383
1657,2482,383
4530,1660,383
950,2482,383
2381,4491,383
105,1556,383
2721,1274,383
6300,104,383
6775,2482,383
7843,988,383
1557,1274,383
3085,1280,383
3956,1660,383
4072,146,383
6608,6543,383
6608,2482,383
5909,2482,383
6929,146,383
2101,146,383
441,104,383
12636,1660,383
2381,604,383
8073,1660,383
8298,1660,383
3193,1280,383
950,6543,383
2483,4491,383
1906,959,383
984,988,383
7957,1556,383
3105,6543,383
7843,2482,383
4253,104,383
950,1660,383
950,988,383
1013,146,383
2101,2482,383
6608,1274,383
1198,1280,383
10455,959,383
6393,959,383
2654,1660,383
3728,104,383
1745,146,383
3956,1274,383
2041,604,383
2721,169,383
2179,169,383
12226,4431,383
7556,988,383
958,1660,383
2179,6543,383
1546,146,383
1546,988,383
8073,2482,383
1546,104,383
1546,1274,383
4253,988,383
8183,604,383
1013,988,383
3076,959,383
1745,4491,383
7957,1274,383
2381,2482,383
950,1556,383
6929,604,383
587,1556,383
1557,104,383
6393,1556,383
8942,604,383
7556,1556,383
2041,1274,383
2381,6543,383
6775,988,383
8298,2482,383
4274,2482,383
3728,988,383
5903,988,383
1198,1660,383
1745,604,383
8298,4491,383
2381,959,383
1657,4491,383
2179,604,383
2483,169,383
6331,988,383
3118,6543,383
3193,4491,383
8064,1274,383
8298,988,383
6331,2482,383
2700,2482,383
11079,1274,383
7957,169,383
1013,1660,383
1546,959,383
1279,1660,383
914,1556,383
1198,104,383
10455,604,383
3076,1660,383
2278,1274,383
6707,169,383
5242,104,383
7843,1274,383
5903,1280,383
6963,1274,383
2101,988,383
6707,959,383
2381,1660,383
2381,1556,383
11263,1274,383
6963,988,383
603,6543,383
2700,1660,383
7556,2482,383
7843,104,383
6708,146,383
3956,604,383
2278,988,383
5903,1660,383
6708,169,383
4274,604,383
1657,988,383
6608,1660,383
8064,169,383
950,959,383
6331,604,383
5903,959,383
6300,169,383
8064,1556,383
2278,959,383
1693,1556,383
8064,1660,383
8183,959,383
105,1280,383
6775,1556,383
6393,104,383
3193,1660,383
984,169,383
1745,6543,383
10455,146,383
5880,4491,383
1273,146,383
4530,146,383
3956,1280,383
105,6543,383
2041,8131,383
8942,1280,383
105,2482,383
587,169,383
4530,2482,383
6707,951,383
7843,4491,383
6707,6543,383
3105,104,383
1198,604,383
3076,104,383
1693,169,383
587,988,383
1557,1280,383
6775,1660,383
1198,2482,383
8073,1274,383
8183,1660,383
441,988,383
4072,988,383
8064,104,383
6708,1280,383
2179,988,383
1906,1274,383
5880,988,383
950,146,383
6393,4491,383
3076,4491,383
3085,1660,383
6393,2482,383
984,1660,383
441,2482,383
3193,1556,383
2278,104,383
3085,146,383
6707,4491,383
1279,4491,383
8064,604,383
2700,1274,383
1013,959,383
12636,2482,383
3082,2763,384
3196,3197,384
5117,3361,384
4604,5162,384
2461,5493,384
7827,7828,384
6746,1421,384
5148,6525,384
9052,9053,384
8938,9127,384
3140,1527,384
3877,9167,384
1830,1831,384
9124,4458,384
2996,5440,384
6844,9925,384
318,9084,384
6387,4863,384
8356,9461,384
3877,4671,384
2814,10972,384
4629,7999,384
11226,5290,384
1533,7900,384
6318,9712,384
1699,5747,384
9228,1372,384
4629,9609,384
9907,4557,384
7460,3126,384
1420,11554,384
4114,5290,384
5746,183,384
9438,7751,384
4114,11001,384
2996,9345,384
9228,6745,384
9446,3015,384
9458,1878,384
182,4863,384
7460,2462,384
8243,5784,384
2814,12221,384
9228,4592,384
4425,1263,384
10233,10232,384
318,1421,384
7429,12667,384
318,11127,384
1533,2653,384
3221,1426,384
2996,8933,384
9678,4297,384
6318,12689,384
9446,516,384
9940,3367,384
7680,8135,384
2979,9167,384
11226,9213,384
7429,7149,384
6844,11145,384
1352,7441,384
4114,7369,384
3221,10394,384
5746,13339,384
10350,3534,384
10350,9466,384
6387,11439,384
6387,7369,384
6318,4558,384
9446,11145,384
6844,3515,384
3284,11145,384
9458,9459,384
3082,8427,384
4541,9730,384
10233,10163,384
8938,7751,384
7438,7999,384
6039,3283,384
7438,6525,384
7680,12250,384
4425,12191,384
7707,2129,384
8243,13970,384
1533,7321,384
3196,7277,384
5117,7973,384
7460,5084,384
9446,7751,384
6467,8,384
6467,9758,384
3362,8933,384
3877,4221,384
9940,4400,384
318,6319,384
3177,3176,384
4425,2653,384
7460,4592,384
9124,9609,384
9438,7702,384
7460,4671,384
10350,11243,384
9678,4400,384
1352,7528,384
5316,6353,384
5746,9727,384
3177,10693,384
9907,9385,384
3140,7762,384
9052,4583,384
7707,10611,384
2996,9571,384
8212,5675,384
9458,9730,384
7680,9997,384
6387,13225,384
10821,9053,384
3177,8163,384
1830,5444,384
3140,9355,384
3362,11080,384
1425,5493,384
4382,11632,384
6387,13703,384
8243,12298,384
7680,1206,384
182,8292,384
4382,7031,384
1425,8,384
9678,568,384
7632,2980,384
4629,8923,384
2814,6776,384
4425,9127,384
2757,1045,384
9940,9730,384
7438,10889,384
783,1372,384
182,8933,384
318,317,384
1699,7370,384
8356,5861,384
6746,11632,384
2979,9213,384
1699,6745,384
6844,12462,384
5117,1342,384
7429,5849,384
2461,11439,384
1420,7910,384
783,9213,384
9940,7174,384
7460,4623,384
7632,11439,384
3284,9517,384
3177,6947,384
4604,4558,384
7632,11292,384
4629,8228,384
2682,7170,384
10233,5444,384
10350,173,384
7632,11735,384
7680,3397,384
6318,10116,384
3284,6947,384
9458,9997,384
2682,2681,384
2757,9609,384
8243,10923,384
1699,8323,384
9228,2980,384
3082,1421,384
1352,10693,384
7827,6745,384
9907,2390,384
3221,3222,384
4629,9684,384
2979,9571,384
8356,12828,384
6844,7762,384
2682,11872,384
5316,9355,384
3221,9167,384
2814,6440,384
182,1372,384
7827,9345,384
9438,3654,384
5746,6440,384
7680,3367,384
6039,6319,384
4298,7062,384
7680,3015,384
5316,5315,384
8243,8242,384
6039,9461,384
1699,1700,384
9907,5656,384
7460,4908,384
2814,9459,384
9848,7184,384
8938,8474,384
8356,11001,384
9458,12828,384
1425,7062,384
10350,3285,384
6746,4558,384
9458,9167,384
3140,1831,384
4382,4383,384
4541,11549,384
9907,9906,384
5746,11404,384
3196,8744,384
2682,10329,384
4541,8355,384
6746,6745,384
4604,5315,384
1157,9971,384
4629,4007,384
3177,10715,384
11226,8724,384
9446,9345,384
3082,2390,384
180,5055,384
1157,2462,384
318,10177,384
4298,6038,384
6387,10880,384
1420,8523,384
7632,13740,384
2996,9167,384
4114,4113,384
9446,10151,384
3284,8523,384
1425,1426,384
1157,2129,384
1352,2763,384
9907,9712,384
8212,3176,384
7429,1045,384
9678,11,384
1699,13263,384
4298,5510,384
3221,568,384
4541,7994,384
9052,10715,384
5746,6319,384
2757,5055,384
7632,516,384
11226,4113,384
1157,2681,384
2743,2742,384
9052,5675,384
4629,1663,384
2979,11,384
6387,5856,384
8243,8446,384
1830,1916,384
4604,8523,384
5746,7702,384
6746,1372,384
6844,1527,384
180,11439,384
3196,12298,384
9052,5784,384
7680,6319,384
1533,11886,384
1830,11195,384
1533,4908,384
1157,9674,384
10350,2679,384
9848,5656,384
5746,4540,384
4604,6353,384
6387,5315,384
8243,8328,384
11226,5856,384
2682,5431,384
2743,10717,384
3177,9053,384
10350,8328,384
4665,11499,384
9678,4540,384
2461,7994,384
8243,10822,384
783,10905,384
10350,2320,384
8212,9053,384
6844,11453,384
1699,4400,384
318,11404,384
3196,10923,384
2814,11292,384
180,6353,384
5316,4671,384
3877,3516,384
9445,12444,384
9052,3176,384
6039,2980,384
9445,11911,384
2682,6319,384
9907,12244,384
5316,1045,384
318,5856,384
6844,3038,384
4425,1372,384
2461,2462,384
8423,11121,384
3196,12029,384
2461,1878,384
3221,5747,384
9445,9991,384
2814,1700,384
2979,8933,384
1533,1532,384
7707,13396,384
1699,10950,384
5316,7213,384
7827,7900,384
9124,8228,384
1699,6947,384
7460,7369,384
3877,6823,384
2757,10394,384
3140,8622,384
1157,2320,384
4629,3275,384
2461,12828,384
318,842,384
9446,11001,384
7707,11026,384
4629,10501,384
7460,1527,384
4425,8589,384
8423,9977,384
1425,1532,384
4298,7369,384
7707,13391,384
180,181,384
1830,6487,384
6746,3015,384
9438,1426,384
8356,1878,384
9228,379,384
9848,3367,384
9678,10394,384
7680,1700,384
8423,842,384
7429,8321,384
1830,8446,384
4541,1421,384
5316,10923,384
8356,8135,384
4541,6947,384
1830,3285,384
9445,10611,384
9446,4592,384
9124,3516,384
3140,3077,384
6746,3283,384
6467,1422,384
2996,2997,384
2996,3283,384
8212,12828,384
9940,11213,384
6318,4671,384
9907,3397,384
7827,11697,384
180,3126,384
783,1700,384
2461,6353,384
8356,4400,384
8938,5290,384
5746,5747,384
5746,9730,384
2996,11,384
3196,10851,384
10233,3534,384
9438,1263,384
1425,4054,384
3140,12444,384
9907,10175,384
5316,3005,384
7680,8575,384
6467,12534,384
6318,6319,384
1830,3574,384
8938,10493,384
7438,10874,384
783,11,384
4382,7441,384
182,3283,384
182,183,384
3362,10163,384
783,3283,384
2682,7084,384
2461,9712,384
7680,5440,384
3196,905,384
3196,12681,384
10821,10325,384
1157,11213,384
1533,2390,384
6318,13654,384
2979,2997,384
7707,11083,384
9438,10394,384
3221,2129,384
5117,9865,384
9124,10923,384
1699,9127,384
5316,2997,384
3177,7855,384
5316,11292,384
6039,6440,384
2757,4908,384
9458,9891,384
4604,11554,384
2814,4400,384
4604,11227,384
9678,3397,384
11226,11227,384
3082,10956,384
1157,842,384
4541,7900,384
6746,4400,384
6318,10880,384
4425,13187,384
8212,4113,384
7632,6776,384
6467,9126,384
1262,2462,384
4382,11441,384
9848,4297,384
5148,11499,384
9848,3397,384
2979,7174,384
7827,6440,384
6039,4054,384
4541,2980,384
9940,8589,384
3196,3544,384
7827,3397,384
5746,8355,384
4114,11292,384
8423,8371,384
8243,9913,384
2814,7035,384
4298,4558,384
9848,9608,384
182,3005,384
1262,9127,384
6039,4592,384
3284,13391,384
3877,11145,384
9848,9385,384
2979,8072,384
10233,4972,384
7438,11499,384
10821,10314,384
3284,8622,384
1830,13341,384
2979,2390,384
180,6776,384
180,6947,384
783,5055,384
7632,5055,384
8938,7994,384
1262,8,384
2757,7999,384
1533,5290,384
7632,4863,384
5509,9727,384
3177,4591,384
10350,4583,384
8356,568,384
182,1344,384
4665,6243,384
1262,7321,384
9678,5084,384
10233,173,384
3140,11292,384
9940,1263,384
1262,516,384
1699,9997,384
5746,8589,384
3177,3005,384
4541,9461,384
2682,7702,384
1157,4666,384
318,2462,384
7707,11559,384
7438,12351,384
3177,8292,384
8356,8355,384
9907,10956,384
1352,11117,384
4298,3005,384
7707,2681,384
2682,5440,384
3082,11632,384
11226,11632,384
1262,9355,384
180,11730,384
3196,12930,384
3140,12833,384
1533,9213,384
9445,11886,384
1262,14195,384
6039,7994,384
3284,3283,384
9458,1421,384
9052,3197,384
9848,9371,384
7827,7035,384
3362,8,384
9907,10905,384
180,5290,384
3177,10314,384
4114,8523,384
9678,5747,384
2996,3005,384
3362,2679,384
7429,13546,384
9458,11632,384
318,7994,384
8938,11886,384
8356,2653,384
2461,7321,384
9678,11127,384
3877,3544,384
10350,7498,384
8938,11905,384
6039,6038,384
5117,8,384
3284,4583,384
9446,12828,384
5746,11549,384
9228,11,384
10821,6419,384
3082,10972,384
8243,1206,384
9907,1344,384
4114,9355,384
2461,8523,384
180,9167,384
9124,10599,384
3177,5423,384
2814,8589,384
8938,8,384
10821,10715,384
9907,7900,384
1157,3275,384
6039,5084,384
180,8724,384
4604,11730,384
1533,7174,384
6844,7213,384
1533,1372,384
7680,6038,384
4425,2980,384
9228,3283,384
9228,11001,384
182,317,384
6318,7028,384
6039,10661,384
6467,4068,384
8356,7321,384
9446,7213,384
4541,4540,384
6039,9571,384
2757,12351,384
1420,842,384
6844,7446,384
5316,4113,384
4114,5315,384
9438,8072,384
4298,5290,384
9438,181,384
2461,10880,384
9848,10175,384
1420,1421,384
2996,2980,384
8356,5440,384
6039,1263,384
180,10394,384
4604,7702,384
9678,2980,384
1352,8,384
1262,7910,384
1420,4592,384
5509,5510,384
4114,11227,384
3362,9865,384
8243,7420,384
5148,4593,384
10233,10923,384
7707,3130,384
3221,8744,384
3140,10272,384
11226,7910,384
182,2129,384
6039,317,384
3362,3361,384
4541,1372,384
10233,7420,384
7632,12010,384
1425,7910,384
783,6745,384
1425,4113,384
8212,10715,384
9446,11872,384
9446,8523,384
6039,7702,384
9124,7999,384
9445,1045,384
2979,2980,384
2979,1421,384
9446,9355,384
9907,11554,384
10350,10866,384
2743,3516,384
4382,7685,384
7429,1653,384
318,9730,384
9940,6319,384
9228,7321,384
3140,12908,384
1262,1263,384
7460,1344,384
3221,11,384
10233,12681,384
2996,7900,384
9228,7213,384
6467,6466,384
7680,7062,384
11226,7994,384
4114,8933,384
10821,3176,384
4382,2763,384
3140,3515,384
3082,7441,384
4425,5315,384
7429,7428,384
1420,7174,384
1830,10442,384
318,8724,384
4604,4623,384
4298,4297,384
8243,4799,384
318,6038,384
4541,5493,384
4809,12777,895
6104,12777,895
1113,3007,900
1113,2699,900
7142,801,900
7142,8534,900
1113,801,900
1113,1388,900
1418,1417,900
1418,9086,900
4218,254,900
4218,801,900
1113,1114,900
4218,2239,900
1113,4387,900
4218,3482,900
1418,801,900
1113,752,900
1113,6876,900
1418,3482,900
7546,1114,900
1418,3154,900
1418,6876,900
7546,3937,900
7142,6494,900
11296,254,900
4218,4217,900
7142,11526,900
1113,11853,900
1418,4387,900
7142,2920,900
3239,1039,393
1145,2966,393
29,4005,393
1739,2966,393
2965,790,393
1170,6795,393
3276,3524,393
5629,1025,393
3334,6546,393
3526,2966,393
444,6747,393
2260,618,393
3239,139,393
3591,28,393
2073,7175,393
2260,581,393
5629,2966,393
1583,569,393
506,4169,393
3526,2074,393
1170,3436,393
2260,3806,393
5629,618,393
3992,790,393
494,1456,393
2225,6546,393
3276,6747,393
2965,2966,393
2064,1635,393
2064,544,393
506,2861,393
506,1144,393
2064,4192,393
1145,790,393
1435,4198,393
3239,2074,393
3334,395,393
2314,139,393
394,6546,393
1739,6546,393
1038,3806,393
1626,28,393
1035,139,393
10403,4005,393
3992,581,393
1170,790,393
4526,4192,393
5629,4333,393
5102,790,393
1038,3274,393
444,3274,393
3334,7175,393
1739,139,393
2356,1635,393
2356,4005,393
1583,7175,393
2225,581,393
29,28,393
762,618,393
3624,3524,393
1804,4192,393
5102,3524,393
1145,1144,393
2225,2966,393
543,645,393
5629,6747,393
5102,3806,393
1038,581,393
1435,790,393
2314,395,393
5629,6549,393
3624,1924,393
7171,7172,393
506,569,393
5102,569,393
2225,569,393
1583,4198,393
10403,645,393
1804,7172,393
1038,6875,393
3334,581,393
1520,1039,393
2356,645,393
2073,569,393
5629,2861,393
444,139,393
29,3807,393
5629,1539,393
2073,6795,393
4526,1635,393
1035,4198,393
1038,892,393
1804,645,393
3239,3274,393
29,9739,393
1626,544,393
494,4192,393
9662,4005,393
2965,1025,393
762,1039,393
3526,569,393
3334,1144,393
1435,2966,393
3624,4198,393
2314,790,393
4526,645,393
1626,1635,393
3992,1144,393
1804,9739,393
444,581,393
2260,139,393
1435,6546,393
2965,581,393
494,28,393
1435,139,393
3334,4169,393
1520,1144,393
1739,7175,393
1583,1025,393
5629,2074,393
1520,3806,393
494,4837,393
2965,2861,393
1038,1924,393
543,3807,393
1145,2861,393
444,618,393
2225,7175,393
3276,3806,393
494,8779,393
2073,1025,393
494,9739,393
3276,3274,393
1739,569,393
762,581,393
5102,395,393
1035,395,393
543,4005,393
8396,4005,393
3526,4198,393
3526,1039,393
5629,8630,393
1038,790,393
394,1025,393
5629,581,393
444,569,393
1804,4005,393
3334,1635,393
1035,3274,393
506,3274,393
1038,395,393
1804,28,393
506,4333,393
3526,4169,393
1170,1025,393
762,395,393
1035,790,393
4526,4837,393
494,544,393
494,1591,393
2064,645,393
2314,3806,393
506,790,393
506,656,393
1520,6546,393
394,2966,393
2260,790,393
1804,4837,393
762,4333,393
3276,1039,393
394,2074,393
3624,581,393
506,6549,393
1520,395,393
2564,645,393
1520,1539,393
3624,6546,393
8396,544,393
494,10404,393
5629,6795,393
2965,4198,393
1739,581,393
1435,2861,393
8396,7172,393
394,2861,393
494,3807,393
2314,1025,393
3526,7175,393
506,1539,393
1145,8630,393
2356,9739,393
3239,4333,393
1170,1924,393
1520,3436,393
762,4198,393
9662,544,393
2356,7172,393
5102,2966,393
1035,1144,393
1739,1539,393
10403,28,393
2225,6795,393
1583,14023,393
9662,7172,393
3276,790,393
444,6546,393
5629,4169,393
2260,2966,393
506,6747,393
543,4192,393
444,7175,393
1038,1539,393
8396,10404,393
1038,1144,393
1772,3807,393
3334,2861,393
3526,3524,393
506,3495,393
3591,3807,393
3624,139,393
10403,7172,393
1170,6546,393
1038,2861,393
3526,3806,393
506,395,393
4526,9739,393
506,6546,393
3334,1025,393
1170,2966,393
394,13370,393
10403,544,393
1145,6747,393
3526,1025,393
2073,4169,393
1170,395,393
543,544,393
762,790,393
1804,544,393
762,2861,393
3334,1924,393
3526,2861,393
3276,6546,393
3624,1025,393
2965,3274,393
394,14023,393
1145,4198,393
5629,3274,393
3624,6795,393
2564,10404,393
1520,4169,393
543,1635,393
1145,6546,393
1626,4005,393
4526,10404,393
3239,7175,393
1170,618,393
1038,8630,393
1145,6795,393
1583,2966,393
3334,13370,393
3624,7175,393
4526,544,393
2965,618,393
3276,6795,393
9662,28,393
1520,6875,393
1583,1144,393
444,4333,393
2073,2966,393
444,790,393
1626,7172,393
3624,2074,393
444,4169,393
2314,618,393
1038,3524,393
1170,4333,393
3334,618,393
3276,618,393
1739,1039,393
1035,569,393
1435,569,393
2260,1025,393
506,892,393
3276,4169,393
1145,1025,393
10403,4192,393
1520,2966,393
2314,1039,393
5102,4169,393
2356,10404,393
1170,3274,393
4526,8779,393
2965,569,393
1170,4198,393
2225,1144,393
5629,7175,393
762,1025,393
10403,10404,393
1038,2966,393
2064,7172,393
1739,6795,393
1520,5518,393
1035,6795,393
2260,4198,393
4526,1456,393
1170,5518,393
5629,3495,393
2314,4169,393
2965,3524,393
5102,1025,393
1145,395,393
3239,2861,393
2564,7172,393
3334,3274,393
1804,10404,393
2225,1025,393
1520,139,393
3624,3806,393
2564,544,393
1739,3524,393
7171,544,393
2314,1144,393
444,395,393
8396,645,393
1772,4192,393
1520,1924,393
3992,618,393
2225,2861,393
1583,4169,393
2225,618,393
2225,3274,393
7171,4192,393
444,1539,393
762,8630,393
3992,2074,393
5102,6747,393
1520,8630,393
1435,1039,393
5629,569,393
1145,618,393
1038,1039,393
3526,395,393
8396,3807,393
3239,1025,393
1035,7175,393
1435,1539,393
2965,139,393
1038,3495,393
1435,8630,393
2260,3274,393
394,1924,393
3334,569,393
1038,6747,393
3239,2966,393
494,4005,393
506,3806,393
2073,581,393
2965,1039,393
1170,6747,393
2073,1039,393
3239,3524,393
3239,569,393
1520,581,393
3624,1635,393
3239,1539,393
1583,2074,393
394,4169,393
506,6507,393
3526,3274,393
8396,28,393
543,9739,393
1772,9739,393
3591,4005,393
5102,6546,393
3591,10404,393
1170,1144,393
3276,4198,393
2314,581,393
1435,395,393
1038,6795,393
2965,7175,393
3334,2074,393
5629,4198,393
3239,581,393
1435,1144,393
1772,7172,393
7171,10404,393
29,645,393
29,4192,393
506,2074,393
3624,3274,393
494,1635,393
1583,618,393
3239,618,393
1038,4333,393
1435,618,393
762,6747,393
2965,6546,393
444,1144,393
2356,28,393
1520,3524,393
1170,3806,393
762,1924,393
29,7172,393
1739,618,393
2225,1039,393
543,28,393
5629,5518,393
5102,4198,393
762,1144,393
1038,656,393
444,1924,393
1520,6549,393
2073,3524,393
5629,656,393
3239,4169,393
1739,3274,393
8396,4192,393
1038,1025,393
2064,9739,393
3276,581,393
1804,1591,393
9662,3807,393
3276,395,393
1772,28,393
2314,7175,393
762,3806,393
3276,1144,393
4526,1591,393
2073,618,393
1435,3806,393
1170,8630,393
3526,790,393
8396,1635,393
3992,3524,393
3276,7175,393
1145,139,393
3239,6546,393
762,1539,393
762,6546,393
1520,1025,393
394,569,393
394,581,393
7171,9739,393
1435,581,393
1520,4198,393
2965,4169,393
1739,395,393
494,8541,393
762,3274,393
5629,395,393
3591,4192,393
1520,569,393
4526,3807,393
506,3436,393
506,1924,393
3591,7172,393
1626,4192,393
444,8630,393
2225,395,393
1739,3806,393
1035,1025,393
1435,6747,393
1804,1635,393
762,6795,393
1772,1635,393
1583,1039,393
2564,1635,393
1804,3807,393
1038,569,393
1583,581,393
762,7175,393
506,1039,393
506,5518,393
506,4198,393
2314,6795,393
7171,1635,393
9662,4192,393
1626,8541,393
3624,544,393
506,117,393
2965,395,393
5629,139,393
3591,544,393
5102,1144,393
2260,7175,393
5102,139,393
1035,6546,393
1739,2861,393
5102,581,393
1035,2966,393
3526,139,393
1520,618,393
3239,6747,393
3334,4198,393
444,2861,393
2225,4169,393
1038,4169,393
5629,6507,393
2225,3524,393
1035,6747,393
1145,3274,393
2564,4005,393
7171,645,393
1170,569,393
1145,3524,393
3334,3524,393
3239,3436,393
1145,3806,393
1520,7175,393
29,10404,393
1804,1456,393
2564,3807,393
1435,1924,393
506,581,393
2225,790,393
2314,3524,393
3624,1039,393
2260,4169,393
1035,4169,393
2225,139,393
506,139,393
2064,4005,393
506,6795,393
444,1025,393
1520,6507,393
494,645,393
1435,7175,393
3334,2966,393
1520,2074,393
1035,3806,393
2356,4192,393
1583,3274,393
494,7172,393
1038,3436,393
1145,569,393
1035,3524,393
1626,3807,393
1739,4198,393
9662,1635,393
2314,3274,393
1626,645,393
29,1635,393
2073,3806,393
3239,1144,393
29,544,393
3624,569,393
543,1456,393
2260,569,393
1038,5518,393
1035,1039,393
506,7175,393
762,569,393
3591,1635,393
1520,6795,393
2073,3274,393
5629,790,393
2356,3807,393
3276,569,393
3624,395,393
3526,581,393
506,1025,393
1739,4169,393
1038,139,393
4526,7172,393
3526,1144,393
2260,6546,393
1520,3274,393
1145,581,393
3624,2966,393
1170,7175,393
2314,6546,393
444,1039,393
1170,4169,393
506,8630,393
1145,7175,393
1035,1539,393
1520,4333,393
3239,6549,393
762,4169,393
3276,2966,393
2314,4198,393
444,2966,393
1038,6546,393
3624,2861,393
1038,6507,393
506,6875,393
1626,1456,393
2073,790,393
394,395,393
5102,3274,393
762,2966,393
1520,2861,393
1170,3524,393
3239,8630,393
762,3524,393
2225,6747,393
2260,6747,393
2260,395,393
3276,139,393
2073,139,393
1435,6795,393
2064,3807,393
1626,10404,393
5629,6546,393
3624,790,393
2260,3524,393
2225,3806,393
1435,1025,393
762,139,393
2314,2861,393
5629,1039,393
5629,3524,393
543,10404,393
2260,1144,393
2260,6795,393
1583,13534,393
1035,2861,393
1772,544,393
1038,4198,393
1583,1924,393
3239,790,393
1170,1039,393
444,6795,393
1038,618,393
4526,28,393
1038,117,393
394,618,393
1520,790,393
7171,4005,393
1038,7175,393
5102,618,393
1804,8541,393
1435,3524,393
2064,28,393
1170,139,393
444,4198,393
5629,1144,393
4526,4005,393
3992,1025,393
3276,1025,393
3591,8779,393
394,4198,393
3624,618,393
506,3524,393
3526,6546,393
3624,4169,393
1170,581,393
2965,3806,393
1772,645,393
7171,3807,393
1170,2861,393
3239,5518,393
8396,9739,393
2965,6795,393
5102,2861,393
3239,6795,393
1626,9739,393
3239,4198,393
543,8541,393
1435,3274,393
10403,9739,393
1772,10404,393
5629,1924,393
4526,8541,393
5629,6875,393
1739,790,393
1145,4169,393
3526,6795,393
1035,618,393
1739,6747,393
506,2966,393
2260,1039,393
543,7172,393
2064,10404,393
1739,1025,393
2314,2966,393
1035,581,393
2073,1144,393
1772,4005,393
1038,6549,393
2225,4198,393
3276,2861,393
10403,3807,393
3624,1144,393
3239,395,393
3239,3806,393
5102,7175,393
1520,6747,393
506,618,393
3992,4198,393
1739,1144,393
444,3806,393
2073,2074,393
5629,3806,393
5629,3436,393
3526,618,393
3992,4169,393
9662,10404,393
1435,4169,393
2260,2861,393
2356,544,393
1170,1539,393
1435,4333,393
2073,395,393
444,3524,393
7171,28,393
1038,2074,393
5102,1039,393
1739,4333,393
3239,1924,393
5102,6795,393
1145,1039,393
10403,1635,393
2564,28,393
3283,3284,395
1372,182,395
5431,2682,395
5440,2682,395
6440,2814,395
6466,6467,395
7035,2814,395
7428,7429,395
7441,4382,395
7855,3177,395
7900,2996,395
7999,2757,395
3574,1830,395
9167,2996,395
4540,5746,395
5423,3177,395
5493,4541,395
4400,9678,395
8321,7429,395
7370,1699,395
4671,5316,395
10851,3196,395
6419,10821,395
3275,1157,395
11145,9446,395
7441,3082,395
7900,7827,395
9906,9907,395
2681,7707,395
3077,3140,395
6823,3877,395
9730,9940,395
7170,2682,395
3654,9438,395
10880,6387,395
11227,11226,395
1344,7460,395
11441,4382,395
7999,4629,395
8228,9124,395
4558,6746,395
9971,1157,395
10972,3082,395
2980,2996,395
8242,8243,395
9213,2979,395
8,3362,395
9684,4629,395
5440,2996,395
2980,7632,395
6319,5746,395
1421,2979,395
4671,7460,395
11292,2814,395
10325,10821,395
4671,3877,395
9053,10821,395
2462,1262,395
3222,3221,395
1372,1533,395
2679,10350,395
7213,5316,395
11697,7827,395
7062,1425,395
9609,2757,395
8622,3284,395
10905,9907,395
3283,9228,395
11121,8423,395
7369,7460,395
1344,182,395
2980,6039,395
7174,1533,395
516,1262,395
12930,3196,395
11145,6844,395
4221,3877,395
4592,6039,395
12221,2814,395
9345,9446,395
7702,6039,395
11127,9678,395
10880,6318,395
3176,10821,395
13391,7707,395
3367,9940,395
3397,7827,395
1653,7429,395
1426,1425,395
2390,9907,395
4623,7460,395
4583,9052,395
4400,9940,395
5290,8938,395
6525,7438,395
1831,3140,395
11292,5316,395
1421,9458,395
6525,5148,395
7420,10233,395
7441,1352,395
7910,1420,395
1045,9445,395
8744,3221,395
4383,4382,395
7213,9228,395
6440,6039,395
9167,180,395
1263,9438,395
9977,8423,395
7685,4382,395
2980,2979,395
11243,10350,395
7702,9438,395
1421,318,395
7213,9446,395
8355,8356,395
12828,8356,395
1263,4425,395
10661,6039,395
2129,7707,395
8523,4604,395
13339,5746,395
1700,7680,395
9355,4114,395
2653,4425,395
13263,1699,395
8622,3140,395
173,10350,395
1663,4629,395
9385,9848,395
5315,5316,395
9997,9458,395
7213,6844,395
11730,180,395
905,3196,395
8933,2979,395
6745,9228,395
4666,1157,395
12250,7680,395
9730,9458,395
5440,7680,395
4400,1699,395
10972,2814,395
9213,1533,395
3285,10350,395
10329,2682,395
5493,1425,395
1426,3221,395
8135,7680,395
2763,4382,395
1263,6039,395
1426,9438,395
8355,4541,395
8292,3177,395
9712,6318,395
6353,5316,395
3534,10233,395
1372,9228,395
1527,7460,395
11404,5746,395
7174,2979,395
9126,6467,395
6487,1830,395
8474,8938,395
5784,9052,395
13740,7632,395
2997,2979,395
12689,6318,395
12298,8243,395
7035,7827,395
842,318,395
5747,3221,395
3397,7680,395
11001,8356,395
10866,10350,395
10905,783,395
10175,9848,395
10923,9124,395
4458,9124,395
11554,9907,395
9571,2979,395
9571,6039,395
7910,1425,395
9385,9907,395
3283,783,395
7702,5746,395
3285,1830,395
